tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884247878851493888,63391,16940,9268928,146816,2017-07-10 03:08:17+00:00
884162670584377345,17963,2509,9268928,146816,2017-07-09 21:29:42+00:00
883838122936631299,19200,2867,9268928,146816,2017-07-09 00:00:04+00:00
883482846933004288,40255,8282,9268928,146816,2017-07-08 00:28:19+00:00
883360690899218434,19968,3086,9268928,146816,2017-07-07 16:22:55+00:00
883117836046086144,32551,5543,9268928,146816,2017-07-07 00:17:54+00:00
882992080364220416,21005,3250,9268928,146816,2017-07-06 15:58:11+00:00
882762694511734784,24831,4106,9268928,146816,2017-07-06 00:46:41+00:00
882627270321602560,24632,5074,9268928,146816,2017-07-05 15:48:34+00:00
882268110199369728,39234,9651,9268928,146816,2017-07-04 16:01:23+00:00
882045870035918850,25762,4090,9268928,146816,2017-07-04 01:18:17+00:00
881906580714921986,21462,2858,9268928,146816,2017-07-03 16:04:48+00:00
881666595344535552,44593,8970,9268928,146816,2017-07-03 00:11:11+00:00
881633300179243008,113,8,9268928,146816,2017-07-02 21:58:53+00:00
881536004380872706,43492,13424,9268928,146816,2017-07-02 15:32:16+00:00
881268444196462592,20504,4498,9268928,146816,2017-07-01 21:49:04+00:00
880935762899988482,15067,2337,9268928,146816,2017-06-30 23:47:07+00:00
880872448815771648,18728,3205,9268928,146816,2017-06-30 19:35:32+00:00
880465832366813184,25050,5222,9268928,146816,2017-06-29 16:39:47+00:00
880221127280381952,23692,3475,9268928,146816,2017-06-29 00:27:25+00:00
880095782870896641,24358,3660,9268928,146816,2017-06-28 16:09:20+00:00
879862464715927552,19727,2937,9268928,146816,2017-06-28 00:42:13+00:00
879674319642796034,282,9,9268928,146816,2017-06-27 12:14:36+00:00
879492040517615616,20721,2630,9268928,146816,2017-06-27 00:10:17+00:00
879415818425184262,92962,37500,9268928,146816,2017-06-26 19:07:24+00:00
879376492567855104,14876,2657,9268928,146816,2017-06-26 16:31:08+00:00
879130579576475649,0,5750,9268928,146816,2017-06-26 00:13:58+00:00
879050749262655488,19833,3961,9268928,146816,2017-06-25 18:56:45+00:00
879008229531029506,16805,2247,9268928,146816,2017-06-25 16:07:47+00:00
878776093423087618,17153,3442,9268928,146816,2017-06-25 00:45:22+00:00
878604707211726852,26465,5937,9268928,146816,2017-06-24 13:24:20+00:00
878404777348136964,0,1079,9268928,146816,2017-06-24 00:09:53+00:00
878316110768087041,0,5537,9268928,146816,2017-06-23 18:17:33+00:00
878281511006478336,6790,1079,9268928,146816,2017-06-23 16:00:04+00:00
878057613040115712,37179,5750,9268928,146816,2017-06-23 01:10:23+00:00
877736472329191424,69411,15845,9268928,146816,2017-06-22 03:54:17+00:00
877611172832227328,0,70,9268928,146816,2017-06-21 19:36:23+00:00
877556246731214848,19924,3174,9268928,146816,2017-06-21 15:58:08+00:00
877316821321428993,24186,4353,9268928,146816,2017-06-21 00:06:44+00:00
877201837425926144,23895,4640,9268928,146817,2017-06-20 16:29:50+00:00
876838120628539392,18239,2806,9268928,146817,2017-06-19 16:24:33+00:00
876537666061221889,21068,3978,9268928,146817,2017-06-18 20:30:39+00:00
876484053909872640,16584,2006,9268928,146817,2017-06-18 16:57:37+00:00
876120275196170240,24713,3911,9268928,146817,2017-06-17 16:52:05+00:00
875747767867523072,22136,3589,9268928,146817,2017-06-16 16:11:53+00:00
875144289856114688,19430,4161,9268928,146817,2017-06-15 00:13:52+00:00
875097192612077568,24266,5127,9268928,146817,2017-06-14 21:06:43+00:00
875021211251597312,22578,3980,9268928,146817,2017-06-14 16:04:48+00:00
874680097055178752,24633,3926,9268928,146817,2017-06-13 17:29:20+00:00
874434818259525634,0,12229,9268928,146817,2017-06-13 01:14:41+00:00
874296783580663808,22992,3488,9268928,146817,2017-06-12 16:06:11+00:00
874057562936811520,20143,3384,9268928,146817,2017-06-12 00:15:36+00:00
874012996292530176,30157,8602,9268928,146817,2017-06-11 21:18:31+00:00
873580283840344065,21411,3347,9268928,146817,2017-06-10 16:39:04+00:00
873337748698140672,0,1333,9268928,146817,2017-06-10 00:35:19+00:00
873213775632977920,6328,1333,9268928,146817,2017-06-09 16:22:42+00:00
872967104147763200,24112,4569,9268928,146817,2017-06-09 00:02:31+00:00
872820683541237760,13084,3171,9268928,146817,2017-06-08 14:20:41+00:00
872620804844003328,18350,3070,9268928,146817,2017-06-08 01:06:27+00:00
872486979161796608,36141,7729,9268928,146817,2017-06-07 16:14:40+00:00
872122724285648897,30264,6841,9268928,146817,2017-06-06 16:07:15+00:00
871879754684805121,33147,9260,9268928,146817,2017-06-06 00:01:46+00:00
871762521631449091,17905,2973,9268928,146817,2017-06-05 16:15:56+00:00
871515927908634625,17914,2948,9268928,146817,2017-06-04 23:56:03+00:00
871166179821445120,0,4901,9268928,146817,2017-06-04 00:46:17+00:00
871102520638267392,18569,4691,9268928,146817,2017-06-03 20:33:19+00:00
871032628920680449,20179,3233,9268928,146817,2017-06-03 15:55:36+00:00
870804317367881728,29841,5291,9268928,146817,2017-06-03 00:48:22+00:00
870726314365509632,105,3,9268928,146817,2017-06-02 19:38:25+00:00
870656317836468226,10902,2215,9268928,146817,2017-06-02 15:00:16+00:00
870374049280663552,74032,22779,9268927,146817,2017-06-01 20:18:38+00:00
870308999962521604,19502,3555,9268927,146817,2017-06-01 16:00:09+00:00
870063196459192321,32464,7086,9268927,146817,2017-05-31 23:43:25+00:00
869772420881756160,38074,8708,9268927,146817,2017-05-31 04:27:59+00:00
869702957897576449,25092,5393,9268927,146817,2017-05-30 23:51:58+00:00
869596645499047938,14232,2642,9268927,146817,2017-05-30 16:49:31+00:00
869227993411051520,18161,3203,9268927,146817,2017-05-29 16:24:37+00:00
868880397819494401,58056,12279,9268926,146817,2017-05-28 17:23:24+00:00
868639477480148993,0,1757,9268926,146817,2017-05-28 01:26:04+00:00
868622495443632128,23667,4485,9268925,146817,2017-05-28 00:18:35+00:00
868552278524837888,8983,1757,9268925,146817,2017-05-27 19:39:34+00:00
867900495410671616,21630,3580,9268925,146817,2017-05-26 00:29:37+00:00
867774946302451713,30319,6263,9268925,146817,2017-05-25 16:10:44+00:00
867421006826221569,14364,2119,9268925,146817,2017-05-24 16:44:18+00:00
867072653475098625,0,101,9268925,146817,2017-05-23 17:40:04+00:00
867051520902168576,28745,6797,9268925,146817,2017-05-23 16:16:06+00:00
866720684873056260,17897,4137,9268925,146817,2017-05-22 18:21:28+00:00
866686824827068416,17151,2975,9268925,146817,2017-05-22 16:06:55+00:00
866450705531457537,109016,30264,9268925,146817,2017-05-22 00:28:40+00:00
866334964761202691,46678,12229,9268925,146817,2017-05-21 16:48:45+00:00
866094527597207552,0,7176,9268925,146817,2017-05-21 00:53:21+00:00
865718153858494464,22961,4863,9268925,146817,2017-05-19 23:57:46+00:00
865359393868664832,23641,4300,9268925,146817,2017-05-19 00:12:11+00:00
865006731092295680,25071,6686,9268925,146817,2017-05-18 00:50:50+00:00
864873206498414592,28897,7505,9268925,146817,2017-05-17 16:00:15+00:00
864279568663928832,13090,2589,9268925,146817,2017-05-16 00:41:21+00:00
864197398364647424,26683,7600,9268925,146817,2017-05-15 19:14:50+00:00
863907417377173506,18468,3600,9268925,146817,2017-05-15 00:02:33+00:00
863553081350529029,13701,3642,9268925,146817,2017-05-14 00:34:33+00:00
863471782782697472,0,2093,9268925,146817,2017-05-13 19:11:30+00:00
863432100342583297,21343,4566,9268925,146817,2017-05-13 16:33:49+00:00
863427515083354112,1962,80,9268925,146817,2017-05-13 16:15:35+00:00
863079547188785154,7914,954,9268925,146817,2017-05-12 17:12:53+00:00
863062471531167744,7541,2093,9268925,146817,2017-05-12 16:05:02+00:00
862831371563274240,17235,4466,9268925,146817,2017-05-12 00:46:44+00:00
862722525377298433,15352,3093,9268924,146817,2017-05-11 17:34:13+00:00
862457590147678208,18304,4267,9268924,146817,2017-05-11 00:01:27+00:00
862096992088072192,66406,20042,9268924,146817,2017-05-10 00:08:34+00:00
861383897657036800,32336,9283,9268924,146817,2017-05-08 00:54:59+00:00
861288531465048066,15373,3596,9268924,146817,2017-05-07 18:36:02+00:00
861005113778896900,15020,3344,9268924,146817,2017-05-06 23:49:50+00:00
860981674716409858,0,1859,9268924,146817,2017-05-06 22:16:42+00:00
860924035999428608,0,679,9268924,146817,2017-05-06 18:27:40+00:00
860563773140209665,6738,1859,9268924,146817,2017-05-05 18:36:06+00:00
860524505164394496,21290,4612,9268925,146817,2017-05-05 16:00:04+00:00
860276583193509888,16609,3082,9268925,146817,2017-05-04 23:34:55+00:00
860184849394610176,15040,5132,9268925,146817,2017-05-04 17:30:24+00:00
860177593139703809,0,26804,9268925,146817,2017-05-04 17:01:34+00:00
859924526012018688,17663,3592,9268925,146817,2017-05-04 00:15:58+00:00
859851578198683649,13989,3074,9268925,146817,2017-05-03 19:26:06+00:00
859607811541651456,16859,1369,9268925,146817,2017-05-03 03:17:27+00:00
859196978902773760,80692,26340,9268925,146817,2017-05-02 00:04:57+00:00
859074603037188101,30495,11988,9268925,146817,2017-05-01 15:58:40+00:00
858860390427611136,0,7101,9268925,146817,2017-05-01 01:47:28+00:00
858843525470990336,14146,3032,9268925,146817,2017-05-01 00:40:27+00:00
858471635011153920,19523,4270,9268925,146817,2017-04-30 00:02:42+00:00
858107933456039936,14262,2542,9268925,146817,2017-04-28 23:57:28+00:00
857989990357356544,14515,2272,9268925,146817,2017-04-28 16:08:49+00:00
857746408056729600,30870,9370,9268925,146817,2017-04-28 00:00:54+00:00
857393404942143489,5316,1444,9268925,146817,2017-04-27 00:38:11+00:00
857263160327368704,18276,3993,9269326,146823,2017-04-26 16:00:39+00:00
857214891891077121,205,16,9268925,146817,2017-04-26 12:48:51+00:00
857062103051644929,0,148,9268925,146817,2017-04-26 02:41:43+00:00
857029823797047296,17080,3499,9268925,146817,2017-04-26 00:33:27+00:00
856543823941562368,14861,2555,9268925,146817,2017-04-24 16:22:16+00:00
856526610513747968,10846,1658,9268925,146817,2017-04-24 15:13:52+00:00
856288084350160898,488,15,9268924,146817,2017-04-23 23:26:03+00:00
856282028240666624,25288,5594,9268924,146817,2017-04-23 23:01:59+00:00
855862651834028034,303,21,9268924,146817,2017-04-22 19:15:32+00:00
855860136149123072,4424,853,9268924,146817,2017-04-22 19:05:32+00:00
855857698524602368,10873,1867,9268924,146817,2017-04-22 18:55:51+00:00
855851453814013952,41953,16160,9268924,146817,2017-04-22 18:31:02+00:00
855818117272018944,24318,4826,9268924,146817,2017-04-22 16:18:34+00:00
855459453768019968,27150,7321,9268924,146817,2017-04-21 16:33:22+00:00
855245323840757760,0,5278,9268924,146817,2017-04-21 02:22:29+00:00
855138241867124737,0,36,9268924,146817,2017-04-20 19:16:59+00:00
854732716440526848,20729,5371,9268924,146817,2017-04-19 16:25:34+00:00
854482394044301312,26637,6042,9268924,146817,2017-04-18 23:50:52+00:00
854365224396361728,17229,4166,9268924,146817,2017-04-18 16:05:17+00:00
854120357044912130,29284,6607,9268924,146817,2017-04-17 23:52:16+00:00
854010172552949760,14864,2804,9268924,146817,2017-04-17 16:34:26+00:00
853760880890318849,26136,5124,9268924,146817,2017-04-17 00:03:50+00:00
853639147608842240,31609,8904,9268924,146817,2017-04-16 16:00:07+00:00
853299958564483072,14197,3179,9268924,146817,2017-04-15 17:32:18+00:00
852936405516943360,0,1792,9268924,146817,2017-04-14 17:27:40+00:00
852912242202992640,8273,1604,9268924,146817,2017-04-14 15:51:39+00:00
852672615818899456,13675,1918,9268925,146817,2017-04-13 23:59:28+00:00
852553447878664193,14925,3128,9268925,146817,2017-04-13 16:05:56+00:00
852311364735569921,30411,8901,9268925,146817,2017-04-13 00:03:59+00:00
852226086759018497,18382,6109,9268925,146817,2017-04-12 18:25:07+00:00
852189679701164033,10591,1422,9268925,146817,2017-04-12 16:00:27+00:00
851591660324737024,14993,3137,9268925,146817,2017-04-11 00:24:08+00:00
851464819735769094,22307,6329,9268925,146817,2017-04-10 16:00:07+00:00
851224888060895234,19079,5184,9268925,146817,2017-04-10 00:06:42+00:00
850753642995093505,28213,8113,9268925,146817,2017-04-08 16:54:09+00:00
850380195714523136,12104,2336,9268925,146817,2017-04-07 16:10:12+00:00
850333567704068097,3200,301,9268925,146817,2017-04-07 13:04:55+00:00
850145622816686080,15078,3406,9268925,146817,2017-04-07 00:38:06+00:00
850019790995546112,18822,4391,9268925,146817,2017-04-06 16:18:05+00:00
849776966551130114,27974,6848,9268925,146817,2017-04-06 00:13:11+00:00
849668094696017920,0,4458,9268925,146817,2017-04-05 17:00:34+00:00
849412302885593088,14699,2841,9268925,146817,2017-04-05 00:04:08+00:00
849336543269576704,10585,1696,9268925,146817,2017-04-04 19:03:06+00:00
849051919805034497,39096,7657,9268925,146817,2017-04-04 00:12:06+00:00
848690551926992896,23319,3936,9268925,146817,2017-04-03 00:16:10+00:00
848324959059550208,22878,4174,9268925,146817,2017-04-02 00:03:26+00:00
848213670039564288,7552,649,9268925,146817,2017-04-01 16:41:12+00:00
848212111729840128,15067,2726,9268925,146817,2017-04-01 16:35:01+00:00
847978865427394560,0,2934,9268925,146817,2017-04-01 01:08:10+00:00
847971574464610304,0,397,9268925,146817,2017-04-01 00:39:12+00:00
847962785489326080,21779,4591,9268925,146817,2017-04-01 00:04:17+00:00
847842811428974592,5024,1194,9268925,146817,2017-03-31 16:07:33+00:00
847617282490613760,6478,376,9268925,146817,2017-03-31 01:11:22+00:00
847606175596138505,17388,3102,9268925,146817,2017-03-31 00:27:14+00:00
847251039262605312,19027,3929,9268925,146817,2017-03-30 00:56:03+00:00
847157206088847362,18406,5268,9268925,146817,2017-03-29 18:43:12+00:00
847116187444137987,19917,2889,9268925,146817,2017-03-29 16:00:12+00:00
846874817362120707,18667,3562,9268925,146817,2017-03-29 00:01:05+00:00
846514051647705089,41297,10422,9268925,146817,2017-03-28 00:07:32+00:00
846505985330044928,13101,2771,9268925,146817,2017-03-27 23:35:28+00:00
846153765933735936,29176,8201,9268925,146817,2017-03-27 00:15:53+00:00
846139713627017216,28880,9190,9268925,146817,2017-03-26 23:20:02+00:00
846042936437604353,14840,2598,9269326,146823,2017-03-26 16:55:29+00:00
845812042753855489,27100,7895,9268926,146817,2017-03-26 01:38:00+00:00
845677943972139009,23491,4397,9268926,146817,2017-03-25 16:45:08+00:00
845397057150107648,7103,1624,9268926,146817,2017-03-24 22:08:59+00:00
845306882940190720,21671,4875,9268926,146817,2017-03-24 16:10:40+00:00
845098359547420673,0,6959,9268926,146817,2017-03-24 02:22:04+00:00
844979544864018432,12704,2320,9268926,146817,2017-03-23 18:29:57+00:00
844973813909606400,13966,2865,9268926,146817,2017-03-23 18:07:10+00:00
844580511645339650,15326,2824,9268926,146817,2017-03-22 16:04:20+00:00
844223788422217728,12728,1994,9268926,146817,2017-03-21 16:26:50+00:00
843981021012017153,14159,2706,9268926,146817,2017-03-21 00:22:10+00:00
843856843873095681,20007,4179,9268926,146817,2017-03-20 16:08:44+00:00
843604394117681152,15748,2488,9268926,146817,2017-03-19 23:25:35+00:00
843235543001513987,20017,5435,9268926,146817,2017-03-18 22:59:54+00:00
842846295480000512,14250,3320,9268926,146817,2017-03-17 21:13:10+00:00
842765311967449089,6310,1178,9268926,146817,2017-03-17 15:51:22+00:00
842535590457499648,16962,3193,9268926,146817,2017-03-17 00:38:32+00:00
842163532590374912,22791,5278,9268926,146817,2017-03-16 00:00:07+00:00
842115215311396866,13066,2766,9268926,146817,2017-03-15 20:48:07+00:00
841833993020538882,0,13622,9268926,146817,2017-03-15 02:10:39+00:00
841680585030541313,24091,7177,9268926,146817,2017-03-14 16:01:03+00:00
841439858740625411,11778,3346,9268926,146817,2017-03-14 00:04:30+00:00
841320156043304961,18461,5038,9268926,146817,2017-03-13 16:08:50+00:00
841314665196081154,14783,4250,9268926,146817,2017-03-13 15:47:01+00:00
841077006473256960,21391,4901,9268926,146817,2017-03-13 00:02:39+00:00
840761248237133825,0,1625,9268926,146817,2017-03-12 03:07:56+00:00
840728873075638272,0,14646,9268926,146817,2017-03-12 00:59:17+00:00
840698636975636481,165,2,9268926,146817,2017-03-11 22:59:09+00:00
840696689258311684,11513,892,9268926,146817,2017-03-11 22:51:24+00:00
840632337062862849,8448,1625,9268926,146817,2017-03-11 18:35:42+00:00
840370681858686976,15374,4193,9268926,146817,2017-03-11 01:15:58+00:00
840268004936019968,17954,5239,9268926,146817,2017-03-10 18:27:58+00:00
839990271299457024,12566,2078,9268926,146817,2017-03-10 00:04:21+00:00
839549326359670784,25651,7101,9268926,146817,2017-03-08 18:52:12+00:00
839290600511926273,0,133,9268926,146817,2017-03-08 01:44:07+00:00
839239871831150596,25305,5962,9268926,146817,2017-03-07 22:22:32+00:00
838952994649550848,18417,3670,9268926,146817,2017-03-07 03:22:35+00:00
838921590096166913,10449,1861,9268926,146817,2017-03-07 01:17:48+00:00
838916489579200512,0,31,9268926,146817,2017-03-07 00:57:32+00:00
838831947270979586,0,10073,9268926,146817,2017-03-06 19:21:35+00:00
838561493054533637,10277,1234,9268926,146817,2017-03-06 01:26:54+00:00
838476387338051585,21038,4360,9268926,146817,2017-03-05 19:48:43+00:00
838201503651401729,0,9238,9268926,146817,2017-03-05 01:36:26+00:00
838150277551247360,1572,304,9268926,146817,2017-03-04 22:12:52+00:00
838085839343206401,133,1,9268926,146817,2017-03-04 17:56:49+00:00
838083903487373313,16517,2856,9268926,146817,2017-03-04 17:49:08+00:00
837820167694528512,31924,7176,9268926,146817,2017-03-04 00:21:08+00:00
837482249356513284,3620,409,9268926,146817,2017-03-03 01:58:22+00:00
837471256429613056,12018,2068,9268926,146817,2017-03-03 01:14:41+00:00
837110210464448512,15098,2185,9268926,146817,2017-03-02 01:20:01+00:00
836989968035819520,11985,2123,9268926,146817,2017-03-01 17:22:13+00:00
836753516572119041,18177,4276,9268926,146817,2017-03-01 01:42:39+00:00
836677758902222849,11876,2030,9268926,146817,2017-02-28 20:41:37+00:00
836648853927522308,0,509,9268926,146817,2017-02-28 18:46:45+00:00
836397794269200385,0,25179,9268926,146817,2017-02-28 02:09:08+00:00
836380477523124226,13937,2753,9268926,146817,2017-02-28 01:00:19+00:00
836260088725786625,20017,3992,9268926,146817,2017-02-27 17:01:56+00:00
836001077879255040,17944,3907,9268926,146817,2017-02-26 23:52:43+00:00
835685285446955009,0,7453,9268926,146817,2017-02-26 02:57:52+00:00
835574547218894849,16697,3310,9268926,146817,2017-02-25 19:37:50+00:00
835536468978302976,0,1551,9268926,146817,2017-02-25 17:06:32+00:00
835309094223372289,0,19234,9268926,146817,2017-02-25 02:03:02+00:00
835297930240217089,15474,2751,9268926,146817,2017-02-25 01:18:40+00:00
835264098648616962,7256,1551,9268926,146817,2017-02-24 23:04:14+00:00
835246439529840640,1993,63,9268926,146817,2017-02-24 21:54:03+00:00
835172783151792128,24631,5317,9268926,146817,2017-02-24 17:01:22+00:00
835152434251116546,21008,2771,9268926,146817,2017-02-24 15:40:31+00:00
834931633769889797,10131,1497,9268926,146817,2017-02-24 01:03:08+00:00
834786237630337024,20270,5124,9268926,146817,2017-02-23 15:25:23+00:00
834574053763584002,12845,2322,9268926,146817,2017-02-23 01:22:14+00:00
834477809192075265,0,9805,9268926,146817,2017-02-22 18:59:48+00:00
834458053273591808,9051,1555,9268926,146817,2017-02-22 17:41:18+00:00
834209720923721728,19309,4346,9268926,146817,2017-02-22 01:14:30+00:00
834167344700198914,14869,3375,9268926,146817,2017-02-21 22:26:07+00:00
834089966724603904,9469,1972,9268926,146817,2017-02-21 17:18:39+00:00
834086379323871233,12273,2046,9268926,146817,2017-02-21 17:04:24+00:00
833863086058651648,12658,2219,9268926,146817,2017-02-21 02:17:06+00:00
833826103416520705,17118,3498,9268926,146817,2017-02-20 23:50:09+00:00
833732339549220864,0,205,9268926,146817,2017-02-20 17:37:34+00:00
833722901757046785,19735,3009,9268926,146817,2017-02-20 17:00:04+00:00
833479644947025920,14046,1898,9268926,146817,2017-02-20 00:53:27+00:00
833124694597443584,19039,4458,9268926,146817,2017-02-19 01:23:00+00:00
832998151111966721,12468,2026,9268926,146817,2017-02-18 17:00:10+00:00
832769181346996225,0,38,9268926,146817,2017-02-18 01:50:19+00:00
832757312314028032,15894,3333,9268926,146817,2017-02-18 01:03:09+00:00
832682457690300417,11169,2673,9268926,146817,2017-02-17 20:05:43+00:00
832645525019123713,2747,485,9268926,146817,2017-02-17 17:38:57+00:00
832636094638288896,14944,2574,9268926,146817,2017-02-17 17:01:29+00:00
832397543355072512,11267,2041,9268926,146817,2017-02-17 01:13:34+00:00
832369877331693569,16121,2934,9268926,146817,2017-02-16 23:23:38+00:00
832273440279240704,10678,2153,9268927,146817,2017-02-16 17:00:25+00:00
832215909146226688,0,5744,9268927,146817,2017-02-16 13:11:49+00:00
832215726631055365,0,8613,9268927,146817,2017-02-16 13:11:05+00:00
832088576586297345,59,2,9268927,146817,2017-02-16 04:45:50+00:00
832040443403784192,0,8853,9268927,146817,2017-02-16 01:34:34+00:00
832032802820481025,16807,4314,9268927,146817,2017-02-16 01:04:13+00:00
831939777352105988,22506,5673,9269410,146827,2017-02-15 18:54:34+00:00
831926988323639298,319,34,9268927,146817,2017-02-15 18:03:45+00:00
831911600680497154,25904,5998,9268927,146817,2017-02-15 17:02:36+00:00
831670449226514432,9817,1692,9268927,146817,2017-02-15 01:04:21+00:00
831650051525054464,6700,1792,9268927,146817,2017-02-14 23:43:18+00:00
831552930092285952,8475,2168,9268927,146817,2017-02-14 17:17:22+00:00
831322785565769729,8775,1449,9268927,146817,2017-02-14 02:02:51+00:00
831315979191906304,6187,1040,9268927,146817,2017-02-14 01:35:49+00:00
831309418084069378,11121,2276,9268927,146817,2017-02-14 01:09:44+00:00
831262627380748289,11196,1896,9268927,146817,2017-02-13 22:03:49+00:00
830956169170665475,7533,1380,9268927,146817,2017-02-13 01:46:03+00:00
830583320585068544,62597,15458,9268927,146817,2017-02-12 01:04:29+00:00
830173239259324417,0,5260,9268927,146817,2017-02-10 21:54:58+00:00
830097400375152640,9193,2710,9268927,146817,2017-02-10 16:53:37+00:00
829878982036299777,0,4623,9268927,146817,2017-02-10 02:25:42+00:00
829861396166877184,11551,1798,9268927,146817,2017-02-10 01:15:49+00:00
829501995190984704,29951,9805,9268927,146817,2017-02-09 01:27:41+00:00
829449946868879360,9901,1865,9268927,146817,2017-02-08 22:00:52+00:00
829141528400556032,22956,6791,9268927,146817,2017-02-08 01:35:19+00:00
829011960981237760,50368,15154,9268927,146817,2017-02-07 17:00:28+00:00
828801551087042563,0,3175,9268927,146817,2017-02-07 03:04:22+00:00
828770345708580865,24156,5411,9268927,146817,2017-02-07 01:00:22+00:00
828708714936930305,34330,10358,9268927,146817,2017-02-06 20:55:28+00:00
828650029636317184,8976,1246,9268927,146817,2017-02-06 17:02:17+00:00
828409743546925057,6054,1086,9268927,146817,2017-02-06 01:07:28+00:00
828408677031882754,7270,1191,9268927,146817,2017-02-06 01:03:14+00:00
828381636999917570,11899,2066,9268927,146817,2017-02-05 23:15:47+00:00
828376505180889089,7000,996,9268927,146817,2017-02-05 22:55:23+00:00
828372645993398273,11894,2730,9268927,146817,2017-02-05 22:40:03+00:00
828361771580813312,2074,165,9268927,146817,2017-02-05 21:56:51+00:00
828046555563323392,11079,2663,9268927,146817,2017-02-05 01:04:17+00:00
828011680017821696,9794,2003,9268927,146817,2017-02-04 22:45:42+00:00
827933404142436356,18896,4849,9268927,146817,2017-02-04 17:34:40+00:00
827653905312006145,14614,2802,9268927,146817,2017-02-03 23:04:02+00:00
827600520311402496,7069,866,9268927,146817,2017-02-03 19:31:54+00:00
827324948884643840,14975,2814,9268927,146817,2017-02-03 01:16:53+00:00
827199976799354881,10021,2065,9268927,146817,2017-02-02 17:00:17+00:00
826958653328592898,20355,4623,9268927,146817,2017-02-02 01:01:21+00:00
826848821049180160,34105,9366,9268927,146817,2017-02-01 17:44:55+00:00
826615380357632002,0,3690,9268927,146817,2017-02-01 02:17:19+00:00
826598799820865537,4869,230,9268927,146817,2017-02-01 01:11:25+00:00
826598365270007810,9465,2183,9268927,146817,2017-02-01 01:09:42+00:00
826476773533745153,17404,3898,9268927,146817,2017-01-31 17:06:32+00:00
826240494070030336,12549,2425,9268927,146817,2017-01-31 01:27:39+00:00
826204788643753985,4603,857,9268927,146817,2017-01-30 23:05:46+00:00
826115272272650244,14763,2878,9268927,146817,2017-01-30 17:10:04+00:00
825876512159186944,9935,1740,9268927,146817,2017-01-30 01:21:19+00:00
825829644528148480,12042,2339,9268927,146817,2017-01-29 22:15:05+00:00
825535076884762624,54045,16381,9268927,146817,2017-01-29 02:44:34+00:00
825147591692263424,17291,4192,9268927,146817,2017-01-28 01:04:51+00:00
